userid,college,status
keeliaRiesman8045,Rider University,pending
keeliaRiesman8045,Indiana University-Bloomington,wait-listed
innaBurns8217,Iona College,accepted
innaBurns8217,University of Utah,accepted
innaBurns8217,Vassar College,pending
innaBurns8217,Princeton University,pending
innaBurns8217,University of Kentucky,accepted
innaBurns8217,School of the Art Institute of Chicago,pending
innaBurns8217,William Jewell College,wait-listed
innaBurns8217,Mercer University,accepted
innaBurns8217,Fordham University,accepted
innaBurns8217,Northwestern University,pending
innaBurns8217,Mississippi State University,accepted
innaBurns8217,Campbell University,pending
innaBurns8217,California State University-Fresno,accepted
innaBurns8217,University of Delaware,accepted
agnolaMalva4046,Eastern Washington University,accepted
agnolaMalva4046,Stevenson University,pending
bergetFeinleib9769,Iona College,accepted
bergetFeinleib9769,California State University-Monterey Bay,pending
bergetFeinleib9769,Providence College,accepted
bergetFeinleib9769,University of California-Davis,accepted
bergetFeinleib9769,Texas Tech University,pending
bergetFeinleib9769,Saint Louis University,accepted
bergetFeinleib9769,University of Hartford,pending
bergetFeinleib9769,Central Connecticut State University,accepted
bergetFeinleib9769,Indiana University-Bloomington,accepted
bergetFeinleib9769,University of Houston,denied
bergetFeinleib9769,Colgate University,pending
bergetFeinleib9769,University of Illinois at Chicago,wait-listed
bergetFeinleib9769,University of Nevada-Reno,wait-listed
bergetFeinleib9769,Kalamazoo College,denied
bergetFeinleib9769,St Bonaventure University,pending
bergetFeinleib9769,Rider University,pending
bergetFeinleib9769,University of Maine,pending
bergetFeinleib9769,Idaho State University,accepted
libbyEv1877,Franklin and Marshall College,denied
libbyEv1877,University of Central Florida,pending
libbyEv1877,Eastern Illinois University,pending
libbyEv1877,Washington & Jefferson College,accepted
libbyEv1877,Nova Southeastern University,pending
libbyEv1877,Eastern Washington University,accepted
libbyEv1877,Providence College,pending
libbyEv1877,Hope College,accepted
libbyEv1877,Iona College,pending
charmianCampney3217,University of San Diego,accepted
charmianCampney3217,Stevenson University,pending
charmianCampney3217,St Bonaventure University,accepted
charmianCampney3217,Kalamazoo College,pending
charmianCampney3217,DePauw University,accepted
charmianCampney3217,Eastern Illinois University,denied
charmianCampney3217,Roger Williams University,accepted
charmianCampney3217,Gettysburg College,denied
charmianCampney3217,The College of Wooster,accepted
charmianCampney3217,Florida Gulf Coast University,pending
charmianCampney3217,John Carroll University,pending
charmianCampney3217,University of Alabama at Birmingham,accepted
charmianCampney3217,New Jersey Institute of Technology,wait-listed
charmianCampney3217,Central Connecticut State University,pending
charmianCampney3217,Idaho State University,pending
rozeSpiro1298,University of California-Santa Barbara,pending
rozeSpiro1298,California State University-East Bay,pending
rozeSpiro1298,DePauw University,pending
rozeSpiro1298,Barnard College,denied
rozeSpiro1298,University of Delaware,pending
rozeSpiro1298,Indiana University-Bloomington,pending
rozeSpiro1298,Rice University,denied
rozeSpiro1298,University of Arkansas,pending
rozeSpiro1298,Gordon College,pending
rozeSpiro1298,Illinois College,accepted
rozeSpiro1298,Washington & Jefferson College,accepted
rozeSpiro1298,Vassar College,pending
oliyParthenia2185,Williams College,pending
oliyParthenia2185,Kennesaw State University,denied
oliyParthenia2185,University of Houston,denied
oliyParthenia2185,Salve Regina University,pending
oliyParthenia2185,University of Nevada-Reno,pending
oliyParthenia2185,Barnard College,pending
oliyParthenia2185,University of Massachusetts-Amherst,accepted
oliyParthenia2185,California State University-Monterey Bay,accepted
oliyParthenia2185,Wagner College,accepted
oliyParthenia2185,Berry College,pending
oliyParthenia2185,The College of Wooster,pending
oliyParthenia2185,Franklin and Marshall College,denied
anna-mariaAdamik2075,Centre College,accepted
anna-mariaAdamik2075,University of California-Santa Barbara,pending
anna-mariaAdamik2075,Kennesaw State University,accepted
anna-mariaAdamik2075,University of San Diego,pending
anna-mariaAdamik2075,Stevenson University,pending
anna-mariaAdamik2075,Providence College,pending
anna-mariaAdamik2075,University of Illinois at Chicago,pending
anna-mariaAdamik2075,Barnard College,pending
anna-mariaAdamik2075,University of California-Santa Cruz,pending
anna-mariaAdamik2075,New York University,denied
anna-mariaAdamik2075,Massachusetts Institute of Technology,pending
anna-mariaAdamik2075,Reed College,pending
anna-mariaAdamik2075,The College of Saint Scholastica,pending
anna-mariaAdamik2075,Mississippi State University,accepted
anna-mariaAdamik2075,North Park University,wait-listed
anna-mariaAdamik2075,Fordham University,pending
anna-mariaAdamik2075,Texas Tech University,accepted
anna-mariaAdamik2075,Idaho State University,pending
odeliaBrennen3968,Roger Williams University,wait-listed
odeliaBrennen3968,Indiana University-Bloomington,wait-listed
odeliaBrennen3968,Florida Gulf Coast University,accepted
odeliaBrennen3968,Samford University,pending
odeliaBrennen3968,Reed College,accepted
odeliaBrennen3968,Mississippi State University,pending
odeliaBrennen3968,Fordham University,denied
odeliaBrennen3968,Iona College,pending
odeliaBrennen3968,University of Delaware,pending
odeliaBrennen3968,Colorado College,pending
odeliaBrennen3968,Mercer University,pending
odeliaBrennen3968,Smith College,denied
odeliaBrennen3968,Williams College,pending
odeliaBrennen3968,University of Kentucky,pending
odeliaBrennen3968,Gettysburg College,denied
odeliaBrennen3968,Eastern Washington University,accepted
odeliaBrennen3968,University of Massachusetts-Amherst,pending
odeliaBrennen3968,Wagner College,pending
odeliaBrennen3968,American University,pending
floryPleasant5126,Vassar College,accepted
floryPleasant5126,The University of Alabama,pending
floryPleasant5126,Stony Brook University,denied
floryPleasant5126,SUNY College of Environmental Science and Forestry,denied
floryPleasant5126,Idaho State University,pending
floryPleasant5126,Manhattan College,pending
floryPleasant5126,Wagner College,accepted
floryPleasant5126,Campbell University,accepted
floryPleasant5126,Massachusetts Institute of Technology,denied
floryPleasant5126,Indiana University-Bloomington,accepted
floryPleasant5126,Hope College,pending
floryPleasant5126,University of Arkansas,accepted
shelleySkees3606,San Diego State University,denied
shelleySkees3606,Franklin and Marshall College,pending
shelleySkees3606,DePauw University,pending
shelleySkees3606,Westmont College,accepted
shelleySkees3606,New York University,denied
shelleySkees3606,Central Connecticut State University,pending
shelleySkees3606,Vassar College,denied
shelleySkees3606,Transylvania University,pending
shelleySkees3606,Florida Gulf Coast University,pending
shelleySkees3606,University of Alabama at Birmingham,pending
shelleySkees3606,Illinois College,accepted
shelleySkees3606,SUNY College of Environmental Science and Forestry,pending
shelleySkees3606,Reed College,pending
shelleySkees3606,California State University-Fresno,denied
chiquitaJinny2233,Texas Christian University,wait-listed
chiquitaJinny2233,Wagner College,pending
chiquitaJinny2233,Gordon College,pending
chiquitaJinny2233,DePauw University,accepted
janayeScrope8279,Transylvania University,accepted
janayeScrope8279,Suffolk University,pending
janayeScrope8279,Stony Brook University,pending
janayeScrope8279,Colgate University,accepted
janayeScrope8279,Northwestern University,denied
janayeScrope8279,Berry College,accepted
janayeScrope8279,DePaul University,accepted
janayeScrope8279,Texas Christian University,accepted
janayeScrope8279,University of Arkansas,pending
janayeScrope8279,Samford University,accepted
janayeScrope8279,American University,accepted
bobinaWoodman6254,Salve Regina University,accepted
bobinaWoodman6254,University of Nevada-Las Vegas,accepted
bobinaWoodman6254,Moravian College,accepted
bobinaWoodman6254,University of Nevada-Reno,pending
bobinaWoodman6254,Manhattan College,accepted
bobinaWoodman6254,University of Central Florida,accepted
bobinaWoodman6254,Princeton University,pending
bobinaWoodman6254,Roger Williams University,accepted
bobinaWoodman6254,University of Richmond,pending
bobinaWoodman6254,Carnegie Mellon University,pending
bobinaWoodman6254,University of California-Davis,pending
bobinaWoodman6254,Illinois College,denied
bobinaWoodman6254,Texas Christian University,denied
bobinaWoodman6254,Drake University,pending
stormyRozek9944,Washington & Jefferson College,denied
stormyRozek9944,University of Delaware,pending
stormyRozek9944,Williams College,denied
lianneBerner4224,Providence College,pending
lianneBerner4224,Rider University,accepted
lianneBerner4224,University of Hartford,accepted
lianneBerner4224,Vassar College,denied
lianneBerner4224,School of the Art Institute of Chicago,pending
lianneBerner4224,Moravian College,pending
lianneBerner4224,Saint Louis University,pending
lianneBerner4224,Stony Brook University,pending
lianneBerner4224,Central Connecticut State University,accepted
lianneBerner4224,University of Nevada-Las Vegas,pending
lianneBerner4224,SUNY College of Environmental Science and Forestry,pending
lianneBerner4224,Utah State University,pending
lianneBerner4224,Gettysburg College,denied
lianneBerner4224,Salve Regina University,pending
lianneBerner4224,American University,denied
lianneBerner4224,Fordham University,denied
lianneBerner4224,University of Massachusetts-Amherst,wait-listed
madeleineMillford5206,John Carroll University,accepted
madeleineMillford5206,Kennesaw State University,pending
madeleineMillford5206,California State University-Fresno,accepted
madeleineMillford5206,University of Kentucky,accepted
madeleineMillford5206,Eastern Illinois University,pending
celestaShurlocke6858,New Jersey Institute of Technology,pending
celestaShurlocke6858,Mercer University,pending
celestaShurlocke6858,Smith College,pending
celestaShurlocke6858,Central Connecticut State University,accepted
celestaShurlocke6858,Eastern Washington University,pending
celestaShurlocke6858,Vassar College,denied
celestaShurlocke6858,Campbell University,pending
celestaShurlocke6858,Wagner College,denied
celestaShurlocke6858,Hope College,pending
celestaShurlocke6858,Idaho State University,pending
celestaShurlocke6858,University of Kentucky,pending
celestaShurlocke6858,Salve Regina University,denied
celestaShurlocke6858,University of Richmond,pending
celestaShurlocke6858,Gordon College,pending
celestaShurlocke6858,University of Nevada-Reno,pending
celestaShurlocke6858,University of Houston,denied
estaCaddric696,Campbell University,wait-listed
estaCaddric696,Princeton University,pending
estaCaddric696,Illinois College,pending
estaCaddric696,John Carroll University,pending
estaCaddric696,Missouri University of Science and Technology,pending
estaCaddric696,Franklin and Marshall College,pending
estaCaddric696,William Jewell College,denied
estaCaddric696,Iona College,pending
tanaKutzenco2893,University of Maine,pending
tanaKutzenco2893,Salve Regina University,pending
tanaKutzenco2893,Rider University,wait-listed
tanaKutzenco2893,Saint Louis University,pending
tanaKutzenco2893,Idaho State University,pending
tanaKutzenco2893,Campbell University,wait-listed
tanaKutzenco2893,Kalamazoo College,pending
tanaKutzenco2893,North Park University,pending
tanaKutzenco2893,Roger Williams University,accepted
tanaKutzenco2893,Suffolk University,accepted
tanaKutzenco2893,Manhattan College,pending
tanaKutzenco2893,University of Kentucky,pending
tanaKutzenco2893,University of Houston,accepted
tanaKutzenco2893,California State University-Fresno,pending
tanaKutzenco2893,Stevenson University,denied
tanaKutzenco2893,Providence College,pending
tanaKutzenco2893,Samford University,pending
tanaKutzenco2893,Gannon University,pending
